"id:ID","name","uri"
"19","coding","http://id.d4k.dk/dataset/canonical/common/location/portion/coding"
"20","coding","http://id.d4k.dk/dataset/canonical/common/location/directionality/coding"
"21","coding","http://id.d4k.dk/dataset/canonical/common/location/laterality/coding"
"22","date_time","http://id.d4k.dk/dataset/canonical/common/location/period/period_start/date_time"
"23","date_time","http://id.d4k.dk/dataset/canonical/common/location/period/period_end/date_time"
"24","date_time","http://id.d4k.dk/dataset/canonical/common/date_time/date_time"
"25","codeable_concept","http://id.d4k.dk/dataset/canonical/adverse_event/term/codeable_concept"
"26","coding","http://id.d4k.dk/dataset/canonical/observation/test/coding"
"27","coding","http://id.d4k.dk/dataset/canonical/observation/observation_result/result/coding"
"28","quantity","http://id.d4k.dk/dataset/canonical/observation/observation_result/result/quantity"
"29","codeable_concept","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment/codeable_concept"
