"id:ID","canonical","enabled","mandatory","name","uri"
"1365","TEST","True","True","Test","http://id.d4k.dk/dataset/bc_template/base_observation/test"
"1366","","True","False","Position","http://id.d4k.dk/dataset/bc_template/base_observation/position"
"1367","","True","False","Site of Administration","http://id.d4k.dk/dataset/bc_template/base_observation/site_of_administration"
"1368","LATERALITY","True","False","Laterality","http://id.d4k.dk/dataset/bc_template/base_observation/laterality"
"1369","","True","False","Method","http://id.d4k.dk/dataset/bc_template/base_observation/method"
"1370","DATE TIME","True","True","Date Time","http://id.d4k.dk/dataset/bc_template/base_observation/date_time"
"1371","RESULT","True","True","Result","http://id.d4k.dk/dataset/bc_template/base_observation/result"
"1372","TEST","True","True","Test","http://id.d4k.dk/dataset/bc_template/base_laboratory/test"
"1373","","True","False","Position","http://id.d4k.dk/dataset/bc_template/base_laboratory/position"
"1374","","True","False","Site of Administration","http://id.d4k.dk/dataset/bc_template/base_laboratory/site_of_administration"
"1375","","True","False","Laterality","http://id.d4k.dk/dataset/bc_template/base_laboratory/laterality"
"1376","","True","False","Directionality","http://id.d4k.dk/dataset/bc_template/base_laboratory/directionality"
"1377","","True","False","Method","http://id.d4k.dk/dataset/bc_template/base_laboratory/method"
"1378","DATE TIME","True","True","Date Time","http://id.d4k.dk/dataset/bc_template/base_laboratory/date_time"
"1379","","True","True","Result","http://id.d4k.dk/dataset/bc_template/base_laboratory/result"
"1380","","True","False","Specimen","http://id.d4k.dk/dataset/bc_template/base_laboratory/specimen"
"1381","","True","True","Event Type","http://id.d4k.dk/dataset/bc_template/event_observation/event_type"
"1382","TERM","True","True","Event","http://id.d4k.dk/dataset/bc_template/event_observation/event"
"1383","","True","False","Serious Event","http://id.d4k.dk/dataset/bc_template/event_observation/serious_event"
"1384","","True","False","Severity","http://id.d4k.dk/dataset/bc_template/event_observation/severity"
"1385","","True","False","Causality","http://id.d4k.dk/dataset/bc_template/event_observation/causality"
"1386","","True","False","Relationship to Non-Study Treatment","http://id.d4k.dk/dataset/bc_template/event_observation/relationship_to_non-study_treatment"
"1387","","True","False","Action taken","http://id.d4k.dk/dataset/bc_template/event_observation/action_taken"
"1388","","True","False","Other Action Taken","http://id.d4k.dk/dataset/bc_template/event_observation/other_action_taken"
"1389","","True","False","Concomitant or Additional Treatment Given","http://id.d4k.dk/dataset/bc_template/event_observation/concomitant_or_additional_treatment_given"
"1390","","True","False","Outcome","http://id.d4k.dk/dataset/bc_template/event_observation/outcome"
"1391","","True","False","Pattern of Event","http://id.d4k.dk/dataset/bc_template/event_observation/pattern_of_event"
