"id:ID","name","uri"
"28","LOCATION","http://id.d4k.dk/dataset/canonical/common/location"
"29","PORTION","http://id.d4k.dk/dataset/canonical/common/location/portion"
"30","DIRECTIONALITY","http://id.d4k.dk/dataset/canonical/common/location/directionality"
"31","LATERALITY","http://id.d4k.dk/dataset/canonical/common/location/laterality"
"32","DATE TIME","http://id.d4k.dk/dataset/canonical/common/date_time"
"33","ADVERSE EVENT","http://id.d4k.dk/dataset/canonical/adverse_event"
"34","PERIOD","http://id.d4k.dk/dataset/canonical/adverse_event/period"
"35","SERIOUS","http://id.d4k.dk/dataset/canonical/adverse_event/serious"
"36","SEVERITY","http://id.d4k.dk/dataset/canonical/adverse_event/severity"
"37","CAUSALITY","http://id.d4k.dk/dataset/canonical/adverse_event/causality"
"38","NON STUDY TREATMENT","http://id.d4k.dk/dataset/canonical/adverse_event/causality/non_study_treatment"
"39","RELATED","http://id.d4k.dk/dataset/canonical/adverse_event/causality/related"
"40","DEVICE","http://id.d4k.dk/dataset/canonical/adverse_event/causality/device"
"41","TOXICITY","http://id.d4k.dk/dataset/canonical/adverse_event/toxicity"
"42","GRADE","http://id.d4k.dk/dataset/canonical/adverse_event/toxicity/grade"
"43","RESPONSE","http://id.d4k.dk/dataset/canonical/adverse_event/response"
"44","OTHER","http://id.d4k.dk/dataset/canonical/adverse_event/response/other"
"45","CONCOMITANT TREATMENT","http://id.d4k.dk/dataset/canonical/adverse_event/response/concomitant_treatment"
"46","STUDY TREATMENT","http://id.d4k.dk/dataset/canonical/adverse_event/response/study_treatment"
"47","TERM","http://id.d4k.dk/dataset/canonical/adverse_event/term"
"48","CATEGORY","http://id.d4k.dk/dataset/canonical/adverse_event/category"
"49","OBSERVATION","http://id.d4k.dk/dataset/canonical/observation"
"50","CONSCIOUS","http://id.d4k.dk/dataset/canonical/observation/conscious"
"51","REFERENCE RESULT","http://id.d4k.dk/dataset/canonical/observation/reference_result"
"52","SENSITIVITY","http://id.d4k.dk/dataset/canonical/observation/sensitivity"
"53","TEST","http://id.d4k.dk/dataset/canonical/observation/test"
"54","FASTING","http://id.d4k.dk/dataset/canonical/observation/fasting"
"55","EPIDEMIC / PANDEMIC","http://id.d4k.dk/dataset/canonical/observation/epidemic_/_pandemic"
"56","REASON PERFORMED","http://id.d4k.dk/dataset/canonical/observation/reason_performed"
"57","BODY SYSTEM","http://id.d4k.dk/dataset/canonical/observation/body_system"
"58","LOINC REF","http://id.d4k.dk/dataset/canonical/observation/loinc_ref"
"59","LEAD","http://id.d4k.dk/dataset/canonical/observation/lead"
"60","METHOD","http://id.d4k.dk/dataset/canonical/observation/method"
"61","RUN ID","http://id.d4k.dk/dataset/canonical/observation/run_id"
"62","SPECIMEN","http://id.d4k.dk/dataset/canonical/observation/specimen"
"63","CONDITION","http://id.d4k.dk/dataset/canonical/observation/specimen/condition"
"64","USABLE","http://id.d4k.dk/dataset/canonical/observation/specimen/usable"
"65","ANATOMIC REGION","http://id.d4k.dk/dataset/canonical/observation/specimen/anatomic_region"
"66","RANGE","http://id.d4k.dk/dataset/canonical/observation/range"
"67","LOW","http://id.d4k.dk/dataset/canonical/observation/range/low"
"68","HI","http://id.d4k.dk/dataset/canonical/observation/range/hi"
"69","LAB","http://id.d4k.dk/dataset/canonical/observation/lab"
"70","OBSERVATION RESULT","http://id.d4k.dk/dataset/canonical/observation/observation_result"
"71","RESULT","http://id.d4k.dk/dataset/canonical/observation/observation_result/result"
"72","DISTRIBUTION","http://id.d4k.dk/dataset/canonical/observation/observation_result/distribution"
"73","CHRONICITY","http://id.d4k.dk/dataset/canonical/observation/observation_result/chronicity"
"74","CODED","http://id.d4k.dk/dataset/canonical/observation/observation_result/coded"
"75","TYPE","http://id.d4k.dk/dataset/canonical/observation/observation_result/type"
"76","SCALE","http://id.d4k.dk/dataset/canonical/observation/observation_result/scale"
"77","THERAPEUTIC INTERVENTION","http://id.d4k.dk/dataset/canonical/therapeutic_intervention"
"78","DESCRIPTION","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/description"
"79","ADJUSTMENT","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/adjustment"
"80","DAILY DOSE","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/daily_dose"
"81","FREQUENCY","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/frequency"
"82","TREATMENT VEHICLE","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment_vehicle"
"83","CARRIER","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment_vehicle/carrier"
"84","AMOUNT","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment_vehicle/amount"
"85","FORM","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/form"
"86","ROUTE","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/route"
"87","SINGLE DOSE","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/single_dose"
"88","TREATMENT","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment"
"89","CLASS","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment/class"
"90","AMENDED","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment/amended"
"91","RAW","http://id.d4k.dk/dataset/canonical/therapeutic_intervention/treatment/raw"
